College_ID,Rank,University_name,Year,CS_Overall_Score,CS_Academic_Reputation,CS_Employer_Reputation,CS_Citations_Per_Paper,CS__Index_Citations,CS_International_Research,Location,Country
518,551-600,Northwestern Polytechnical University,2023,60.04,48.2,30.2,77.9,82.8,61.1, Xi'an ,
519,551-600,Pontificia Universidad Católica de Valparaíso,2023,50.4,44.4,59.5,54.1,49.8,44.2, Valparaíso ,
520,551-600,Pusan National University,2023,51.92,41.2,54.5,70.7,59.4,33.8, Busan ,
521,551-600,Riga Technical University,2023,48.18,46.4,59.8,52.4,47.2,35.1, Riga ,
522,551-600,Sogang University,2023,46.3,44.7,60.3,59.5,50.4,16.6, Seoul ,
523,551-600,Technische Universität Kaiserslautern,2023,56.52,49,36.1,74.6,66.2,56.7, Kaiserslautern ,
524,551-600,Technological University Dublin,2023,49.1,46,59.8,51.2,46.4,42.1, Dublin ,
525,551-600,Telkom University,2023,47.02,52.4,53.8,56.2,49.8,22.9, Bandung ,
526,551-600,Texas Tech University,2023,52.96,41.6,52.7,72.8,61.4,36.3, Lubbock ,
527,551-600,The University of Texas at Arlington,2023,56.64,35.6,50.1,82.3,72.1,43.1, Arlington ,
528,551-600,Tianjin University,2023,61.38,40.7,36.3,78.1,82.6,69.2, Tianjin ,
529,551-600,Umm Al-Qura University,2023,49.2,51.4,49,63,53.9,28.7, Makkah ,
530,551-600,Universidad Nacional de La Plata (UNLP),2023,45.44,48.4,67.1,42.9,43.3,25.5, La Plata ,
531,551-600,Universidad Rey Juan Carlos,2023,57.48,40.1,46,77.1,64.2,60, Alcorcón ,
532,551-600,Universidade Federal de São Carlos (UFSCar),2023,52.66,41.1,57.6,68.5,58.2,37.9, São Paulo ,
533,551-600,Universidade Federal do Paraná - UFPR,2023,53.12,40.2,57.5,70.8,60.2,36.9, Curitiba ,
534,551-600,Universidade de Brasília,2023,55.96,39.6,56.9,65.3,54.4,63.6, Brasília ,
535,551-600,University of Baghdad,2023,48.54,42.3,64,55.8,45.7,34.9, Baghdad ,
536,551-600,University of Bucharest,2023,49.46,44.8,61.5,54.6,47.2,39.2, Bucharest ,
537,551-600,University of Connecticut,2023,57.18,39.8,49.4,78.2,66.2,52.3, Storrs ,
538,551-600,University of Cyprus (UCY),2023,56.82,38.1,52.1,72.4,63.6,57.9, Nicosia ,
539,551-600,University of Dhaka,2023,48.72,46.1,61,57.8,49.8,28.9, Dhaka ,
540,551-600,University of Massachusetts Boston,2023,56.8,36.4,51.3,84.6,70.4,41.3, Boston ,
541,551-600,University of Miami,2023,53.88,35.7,57.9,71.8,63.2,40.8, Miami ,
542,551-600,University of Missouri Columbia,2023,55.14,39.2,53.5,75.8,64.6,42.6, Columbia,
543,551-600,University of Reading,2023,56.04,38,60.8,64.9,56.8,59.7, Reading ,
544,551-600,University of Salamanca,2023,57.44,40,49.9,72.3,61.8,63.2, Salamanca ,
545,551-600,University of Salerno,2023,60.8,44.8,35.9,77.1,70.1,76.1, Fisciano ,
546,551-600,University of the Philippines,2023,47.16,45.7,65.7,49.8,45.7,28.9, Quezon City ,
547,551-600,University of the West of England,2023,58.84,37.3,53.2,75.6,64.6,63.5, Bristol ,
548,551-600,Università degli studi Roma Tre,2023,53.54,41.2,51,71.9,61.8,41.8, Rome ,
549,551-600,Universität Innsbruck,2023,56.7,42.9,44.7,72.5,64.2,59.2, Innsbruck ,
550,551-600,Universität  Leipzig,2023,56.58,45.1,43.5,73,62.5,58.8, Leipzig ,
551,551-600,Université de Liège,2023,56.4,40.5,50.7,71.8,61,58, Arlon ,
552,551-600,V. N. Karazin Kharkiv National University,2023,44.08,51.3,64.4,42.4,43.3,19, Kharkiv ,
553,551-600,Western Sydney University,2023,55.68,40.9,51.3,75,62.5,48.7, Milperra ,
554,551-600,Yarmouk University,2023,49.92,43.6,58.7,61.4,55.4,30.5, Irbid ,
555,601-650,Birzeit university,2023,49.64,42.4,53.4,63.7,54.9,33.8, Birzeit ,
556,601-650,Chiang Mai University,2023,49.1,42.7,55,58.6,49.2,40, Chiang Mai ,
557,601-650,College of William and Mary,2023,52.58,37.5,49.1,76.4,69.3,30.6, Williamsburg ,
558,601-650,Coventry University,2023,58.06,35.1,53,70.5,60.2,71.5, Coventry ,
559,601-650,Dalian University of Technology,2023,61.26,36.3,40.1,80.4,82,67.5, Dalian ,
560,601-650,East China Normal University,2023,55.18,40.2,39.8,76.6,73.9,45.4, Shanghai ,
561,601-650,Escuela Politécnica Nacional,2023,47.42,43.2,57.3,54,50.4,32.2, nullEcuador,
562,601-650,Ewha Womans University,2023,48.2,41.4,55.7,62.6,54.4,26.9, Seoul ,
563,601-650,Gdańsk University of Technology,2023,53.1,44.5,47.4,62.5,51.1,60, Gdańsk ,
564,601-650,Helwan University ,2023,52.2,40.7,52.8,65.6,57.7,44.2, Helwan ,
565,601-650,Imam Mohammad Ibn Saud Islamic University – IMSIU,2023,48.08,51.5,44.4,57.5,51.6,35.4, Riyadh ,
566,601-650,Istanbul University,2023,47.94,40.6,59.7,58.7,54.9,25.8, Istanbul ,
567,601-650,Jadavpur University,2023,51.94,43.6,45.6,69.1,63.9,37.5, Kolkata ,
568,601-650,Jeonbuk National University,2023,52.5,40.6,52.7,67.1,56.8,45.3, Jeonju ,
569,601-650,L.N. Gumilyov Eurasian National University (ENU),2023,40.06,57.2,60,30.7,34.1,18.3, Nur-Sultan ,
570,601-650,Ulster University,2023,55.28,36.6,56.7,68.2,57.7,57.2, Coleraine ,
571,601-650,Umea University,2023,56.12,42,48.7,64.5,55.4,70, Umeå ,
572,601-650,Universidad Panamericana (UP),2023,46.36,40.6,67.4,45.5,41.6,36.7, Mexico City ,
573,601-650,Universidad de Concepción,2023,48.42,41.9,61.3,51.2,45.7,42, Concepción ,
574,601-650,Universiti Teknologi MARA - UiTM,2023,50.32,43.1,54.2,55.5,55.4,43.4, Shah Alam ,
575,601-650,Universiti Utara Malaysia (UUM),2023,49.98,49.4,51,57.2,46.4,45.9, Sintok ,
576,601-650,University of Aberdeen,2023,52.12,38.2,58,63,57.3,44.1, Aberdeen ,
577,601-650,University of Belgrade,2023,57.74,43,45,67.5,57.7,75.5, Belgrade ,
578,601-650,University of Calabria,2023,61.42,44.3,33.6,76.8,69.6,82.8, Rende ,
579,601-650,University of Cincinnati,2023,54.48,37,51.1,75.7,62.5,46.1, Cincinnati ,
580,601-650,University of Guelph,2023,52.64,34.2,61,71.7,62.2,34.1, Guelph ,
581,601-650,University of Haifa,2023,55.34,43.6,45,71.3,59,57.8, Haifa ,
582,601-650,University of Hawaiʻi at Mānoa,2023,52.78,31.6,66.3,63.4,53.9,48.7, Honolulu ,
583,601-650,University of Iowa,2023,56.32,31.9,54.4,80.4,62.5,52.4, Iowa City ,
584,601-650,University of Kentucky,2023,57.22,33,49.5,84.8,70.9,47.9, Lexington ,
585,601-650,University of Minho,2023,56.02,37.2,47.9,69.8,65.5,59.7, Braga ,
586,601-650,University of Portsmouth,2023,57.3,39,49.6,70.5,59,68.4, Portsmouth ,
587,601-650,University of Szeged,2023,47.32,45,55.1,54.3,50.4,31.8, Szeged ,
588,601-650,University of Zagreb,2023,57.26,40,48.6,69.7,62.5,65.5, Zagreb ,
589,601-650,Universität Konstanz,2023,52.26,47.5,40.7,67.9,62.5,42.7, Konstanz ,
590,601-650,Nantes University,2023,62.2,36.3,43.2,71.2,67.4,92.9, Nantes ,
591,601-650,Vilnius Gediminas Technical University (VILNIUS TECH),2023,51.06,39.9,52.8,63.7,58.6,40.3, Vilnius ,
592,601-650,Vilnius University ,2023,48.86,44.7,57,50.1,46.4,46.1, Vilnius ,
593,601-650,Zhengzhou University,2023,53.68,25,67.8,72.6,65.9,37.1, Zhengzhou ,
594,651-680,Amrita Vishwa Vidyapeetham,2023,49.5,41.4,49.3,64.5,63.9,28.4, Amritapuri ,
595,651-680,Bar-Ilan University,2023,55.44,42,34.2,83.6,70.4,47, Ramat Gan ,
596,651-680,Belarusian State University,2023,42.4,49.6,61.9,33.5,35.3,31.7, Minsk ,
597,651-680,Binghamton University SUNY,2023,52.2,40.3,43.1,78.6,66.8,32.2, Binghamton ,
598,651-680,Clemson University,2023,55.98,30.5,51.2,79.9,68.5,49.8, Clemson ,
599,651-680,Free University of Bozen-Bolzano,2023,57.1,47.9,28,78.1,68.2,63.3, Bolzano ,
600,651-680,Goldsmiths University of London,2023,49.96,43.6,49.1,60.2,53.3,43.6, London,
601,651-680,Imam Abdulrahman Bin Faisal University (IAU),2023,47.82,41.8,59,52.2,50.4,35.7, Dammam ,
602,651-680,Indian Institute of Information Technology Allahabad,2023,45.84,48.7,50,55.1,51.6,23.8, Prayagraj,
603,651-680,Jouf University,2023,44.52,55.3,46.6,45.2,45.7,29.8, Sakaka ,
604,651-680,Kaunas University of Technology,2023,50.18,39.5,54.4,58.5,54.9,43.6, Kaunas ,
605,651-680,Kobe University,2023,47.22,39.4,57.3,62.7,52.2,24.5, Kobe City ,
606,651-680,Manipal Academy of Higher Education Manipal India,,,,,,,,,
607,651-680,National University of Defense Technology,2023,55.54,58.4,12.8,72.4,79.5,54.6, Changsha ,
608,651-680,North South University,2023,44.62,43.5,62.5,49.2,44.1,23.8, Dhaka ,
609,651-680,Pontifícia Universidade Católica do Rio Grande do Sul PUCRS,2023,49.42,41.3,52.5,61.2,56.4,35.7, Porto Alegre,
610,651-680,Technical University of Crete,2023,50.3,44,45.1,65.1,58.6,38.7, Chania ,
611,651-680,Universidad de Antioquia,2023,47.12,40.6,60.1,55,47.2,32.7, Medellin ,
612,651-680,Universidad de la República (Udelar),2023,48.3,42.2,56.5,52.9,47.9,42, Montevideo ,
613,651-680,Universiti Malaysia Pahang,2023,54.54,41.1,41.7,72,62.2,55.7, Kuantan ,
614,651-680,University of Basel,2023,52.06,38.9,49.3,71.1,60.6,40.4, Basel ,
615,651-680,University of Bradford,2023,54.98,38.4,50.3,64.1,56.8,65.3, Bradford ,
616,651-680,University of Delaware,2023,55.74,32.3,50.9,78.1,64.6,52.8, Newark ,
617,651-680,University of Huddersfield,2023,52.9,36.9,52.6,66.7,57.7,50.6, Huddersfield ,
618,651-680,University of Klagenfurt,2023,52.94,46,37.7,70.9,62.5,47.6, Klagenfurt ,
619,651-680,University of Navarra,2023,45.08,34.8,71.9,54.6,44.1,20, Pamplona ,
620,651-680,University of New Mexico,2023,58.4,30.3,50.9,76.3,66.8,67.7, Albuquerque ,
621,651-680,University of Oregon,2023,49.42,37.5,54.8,67,59.4,28.4, Eugene ,
622,651-680,University of Plymouth,2023,56.68,35.6,50.6,70.3,59.4,67.5, Plymouth ,
623,651-680,Université Lumière Lyon 2,2023,57.48,42.2,37,74.2,62.9,71.1, Lyon ,
624,651-680,Université Paris-Est Créteil Val de Marne,2023,60.02,32.7,44,83.5,67.9,72, Créteil ,
625,651-680,Université Paris 13 Nord,2023,56.4,37.8,46.8,67.9,58.6,70.9, Villetaneuse ,
626,1,Massachusetts Institute of Technology (MIT) ,2022,94.9,90,97.7,92.7,99.2,, Cambridge ,
627,2,Stanford University,2022,95.63,87.5,96.1,98.9,100,, Stanford ,
628,3,Carnegie Mellon University,2022,93.33,100,80.7,93.1,99.5,, Pittsburgh ,
629,4,University of California Berkeley (UCB),2022,92.8,84.6,89.8,98.4,98.4,, Berkeley,
630,5,University of Oxford,2022,90.43,80.9,97,92.6,91.2,, Oxford ,
631,6,National University of Singapore (NUS),2022,88.85,84.8,92.7,86.8,91.1,, Singapore ,
632,7,Harvard University,2022,88.83,79.3,100,88.7,87.3,, Cambridge ,
633,8,University of Cambridge,2022,87.73,82,96.6,86.8,85.5,, Cambridge ,
634,9,ETH Zurich,2022,88.73,81.7,87.5,91.9,93.8,, Zürich ,
635,10,EPFL,2022,85.13,84.9,86.9,84.8,83.9,, Lausanne ,
636,11,Nanyang Technological University Singapore (NTU Singapore),2022,86.55,78.5,89.6,84.4,93.7,, Singapore,
637,12,University of Toronto,2022,86.13,82.5,82.9,91.4,87.7,, Toronto ,
638,13,Princeton University,2022,85.5,78.9,84.4,92.7,86,, Princeton ,
639,14,Cornell University,2022,85.4,76.9,80.5,94.8,89.4,, Ithaca ,
640,15,Tsinghua University,2022,84.98,77.1,80.7,83.9,98.2,, Beijing ,
641,16,University of Washington,2022,84.45,82.4,73.3,92.7,89.4,, Seattle ,
642,17,Imperial College London,2022,83.33,76.9,86.6,84,85.8,, London ,
643,18,University of California Los Angeles (UCLA),2022,82.75,74.8,87.4,84.9,83.9,, Los Angeles,
644,19,New York University (NYU),2022,83.55,75,79,92.5,87.7,, New York City ,
645,20,Columbia University,2022,82.2,73.7,82.8,88.6,83.7,, New York City ,
646,21,University of British Columbia,2022,81.85,72.9,82.1,86.4,86,, Vancouver ,
647,22,UCL,2022,82.13,75.3,76.8,87.8,88.6,, London ,
648,23,The University of Edinburgh,2022,80.45,78.5,75.2,85.2,82.9,, Edinburgh ,
649,24,Peking University,2022,81.3,75.2,75.8,83,91.2,, Beijing ,
650,25,University of Waterloo,2022,80.48,75.3,77.8,82.5,86.3,, Waterloo ,
651,26,The Chinese University of Hong Kong (CUHK),2022,81.7,73.5,70.8,92.4,90.1,, Hong Kong SAR ,
652,27,University of Illinois at Urbana-Champaign,2022,80.38,73,75.4,84.6,88.5,, Champaign ,
653,28,University of Texas at Austin,2022,80.75,69.8,77.8,87.9,87.5,, Austin ,
654,29,Technical University of Munich,2022,78.5,75.2,75.8,78.8,84.2,, Munich ,
655,29,The Hong Kong University of Science and Technology,2022,79.93,70.6,77.9,88,83.2,, Hong Kong SAR ,
656,31,Institut Polytechnique de Paris,2022,77.7,66.7,92.4,75.2,76.5,, Palaiseau Cedex ,
657,32,KAIST - Korea Advanced Institute of Science &amp; Technology,2022,77.38,73.5,79.6,77.1,79.3,, Daejeon ,
658,33,Georgia Institute of Technology,2022,79.98,67,77.4,84.5,91,, Atlanta ,
659,34,University of Amsterdam,2022,78.25,72.4,74.2,90.8,75.6,, Amsterdam ,
660,35,Seoul National University,2022,77.35,69.5,82.4,79,78.5,, Seoul ,
661,35,Yale University,2022,77.4,66.3,87,82.8,73.5,, New Haven ,
662,37,University of Pennsylvania,2022,78.48,68.2,78.3,85.7,81.7,, Philadelphia ,
663,37,Université PSL,2022,77.45,64.9,87.9,79.9,77.1,, Paris ,
664,39,California Institute of Technology (Caltech),2022,77.2,64.1,86,80.2,78.5,, Pasadena ,
665,39,The University of Hong Kong,2022,78,66.4,78.8,85.1,81.7,, Hong Kong ,
666,41,University of California San Diego (UCSD),2022,78.93,66.8,73.9,87.6,87.4,, San Diego,
667,42,University of Michigan-Ann Arbor,2022,79.83,62.3,76.9,91.2,88.9,, Ann Arbor ,
668,43,The University of Melbourne,2022,77.05,67.2,78.5,81.9,80.6,, Parkville ,
669,44,McGill University,2022,77.1,66.1,79.3,82.9,80.1,, Montreal ,
670,45,The University of Tokyo,2022,74.9,67.4,85.7,69.8,76.7,, Tokyo ,
671,46,University of Southern California,2022,78.55,65.1,72.7,87,89.4,, Los Angeles ,
672,46,Université Paris-Saclay,2022,75.7,61.4,90.1,73.3,78,, Gif-sur-Yvette,
673,48,Université de Montréal ,2022,78.5,65,71.4,92.5,85.1,, Montreal ,
674,49,Politecnico di Milano,2022,74.73,65.9,84.5,73.1,75.4,, Milan ,
675,50,KU Leuven,2022,75.73,68.4,73.4,80.3,80.8,, Leuven ,
676,51,Australian National University (ANU),2022,75.9,66.7,74.7,83.5,78.7,, Canberra ,
677,52,Shanghai Jiao Tong University,2022,76,69.7,68.2,78.2,87.9,, Shanghai ,
678,52,Sorbonne University,2022,74.48,68.1,77.3,74.5,78,, Paris ,
679,54,KTH Royal Institute of Technology ,2022,75.35,68.6,70.9,81.1,80.8,, Stockholm ,
680,55,University of Chicago,2022,74.43,63.9,80.2,83.4,70.2,, Chicago ,
681,56,King Abdulaziz University (KAU),2022,76.75,62.9,72.2,87.6,84.3,, Jeddah ,
682,56,University of Maryland College Park,2022,76.25,68.3,65.3,85.7,85.7,, College Park,
683,58,King's College London,2022,74.48,65.6,75.6,81.5,75.2,, London ,
684,58,The University of New South Wales (UNSW Sydney),2022,75.55,63.2,75.1,80.5,83.4,, Sydney ,
685,60,The University of Sydney,2022,76.05,62.1,74.1,84.1,83.9,, Sydney ,
686,61,National Taiwan University (NTU),2022,72.18,66.7,79.2,71.8,71,, Taipei City ,
687,62,Delft University of Technology,2022,74.35,59.5,79.4,77.7,80.8,, Delft ,
688,62,Lomonosov Moscow State University,2022,67.4,68.8,91.5,59,50.3,, Moscow ,
689,64,Eindhoven University of Technology,2022,72.83,65,74.6,75.6,76.1,, Eindhoven ,
690,65,Indian Institute of Technology Delhi (IITD),2022,71.95,63.9,78.7,73.4,71.8,, New Delhi ,
691,66,The University of Manchester,2022,73.93,58.8,78.4,79.8,78.7,, Manchester ,
692,67,Indian Institute of Technology Bombay (IITB),2022,69.9,65.4,81.5,66.8,65.9,, Mumbai ,
693,68,Monash University,2022,71.9,61.8,76.9,77.1,71.8,, Melbourne ,
694,68,Technische Universität Berlin (TU Berlin),2022,71.6,66.9,69.3,75.7,74.5,, Berlin ,
695,68,University of Technology Sydney,2022,74.4,61.1,67.8,83.9,84.8,, Haymarket ,
696,71,Fudan University,2022,72.65,66.5,65,79.6,79.5,, Shanghai ,
697,72,Purdue University,2022,73.15,58.7,75.4,78.2,80.3,, West Lafayette ,
698,72,Zhejiang University,2022,73.85,64.3,63.1,78.5,89.5,, Hangzhou ,
699,74,City University of Hong Kong,2022,73.2,66.5,61.6,83.4,81.3,, Hong Kong SAR,
700,74,Technische Universität Wien,2022,71.05,71.3,62,74.8,76.1,, Vienna ,
701,76,Korea University,2022,71.93,58.6,77,78.6,73.5,, Seoul ,
702,76,Universiti Malaya (UM),2022,73.55,59,70.4,85.3,79.5,, Kuala Lumpur ,
703,78,The University of Warwick,2022,72.1,59.8,73.9,80.9,73.8,, Coventry ,
704,79,Duke University,2022,72.98,58.3,72.2,84.5,76.9,, Durham ,
705,79,ITMO University,2022,68.68,63.8,80.6,65.7,64.6,, St. Petersburg ,
706,79,Sapienza University of Rome,2022,71.05,64,70.7,74.8,74.7,, Rome ,
707,82,University of North Carolina at Chapel Hill,2022,74.6,57.7,66,100,74.7,, Chapel Hill ,
708,82,University of Wisconsin-Madison,2022,74.3,58.6,65.7,93,79.9,, Madison ,
709,84,Aalto University,2022,72.53,66.6,58.9,81.7,82.9,, Espoo ,
710,84,Johns Hopkins University,2022,73.5,57.8,69.6,86.7,79.9,, Baltimore ,
711,86,RWTH Aachen University,2022,70.53,62.9,71.7,71.9,75.6,, Aachen ,
712,86,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2022,71.33,61.4,71.1,74.6,78.2,, Barcelona ,
713,86,University of Science and Technology of China,2022,72.68,64.8,60.2,81.4,84.3,, Hefei ,
714,89,Ludwig-Maximilians-Universität München,2022,69.98,67.9,63.1,79.3,69.6,, Munich ,
715,89,Universidade de São Paulo,2022,69.5,59,79.5,69.6,69.9,, São Paulo ,
716,91,Yonsei University,2022,70.53,56.6,79.2,74.3,72,, Seoul ,
717,92,Boston University,2022,71.8,57.2,71.6,84.9,73.5,, Boston ,
718,92,The Hong Kong Polytechnic University,2022,72.65,58.4,66.3,84.4,81.5,, Hong Kong SAR ,
719,94,Pohang University of Science And Technology (POSTECH),2022,70.93,57.2,74.3,83.5,68.7,, Pohang  ,
720,95,University of California Irvine,2022,71.85,61.2,63.2,83.9,79.1,, Irvine,
721,96,The University of Adelaide,2022,73.7,55.5,63.8,92.8,82.7,, Roseworthy ,
722,96,University of Massachusetts Amherst,2022,71.73,61.6,61.9,86.7,76.7,, Amherst ,
723,98,Alma Mater Studiorum - University of Bologna,2022,70.03,58.6,71.9,76.6,73,, Bologna ,
724,98,KIT Karlsruhe Institute of Technology,2022,69.53,62.6,67.6,73.2,74.7,, Karlsruhe,
725,100,Tokyo Institute of Technology (Tokyo Tech),2022,67.98,59.2,78.9,67.9,65.9,, Tokyo ,
726,101,Technion - Israel Institute of Technology,2022,70.43,62.9,62.1,80.9,75.8,, Haifa ,
727,101,Tecnológico de Monterrey,2022,67.08,59.1,82.1,68.4,58.7,, Monterrey ,
728,103,Pennsylvania State University,2022,71.85,52.2,73,81.6,80.6,, University Park ,
729,104,Singapore Management University,2022,71.63,55,68.4,86.4,76.7,, Singapore ,
730,104,Trinity College Dublin The University of Dublin,2022,68.45,60.3,72.6,75.3,65.6,, Dublin,
731,104,University of Alberta,2022,71.1,56.3,68.1,81.3,78.7,, Edmonton ,
732,107,Aarhus University,2022,69.03,64.9,60.3,78.6,72.3,, Aarhus ,
733,108,Université catholique de Louvain (UCLouvain),2022,68.28,62,67.5,77.7,65.9,, Louvain-la-Neuve ,
734,109,Chalmers University of Technology,2022,69.1,61,65.3,76.1,74,, Gothenburg ,
735,109,Indian Institute of Technology Kanpur (IITK),2022,67.35,61.6,71.4,71.8,64.6,, Kanpur ,
736,109,Indian Institute of Technology Kharagpur (IIT-KGP),2022,68.43,58.7,71.8,73.3,69.9,, Kharagpur ,
737,109,Kyoto University,2022,67.28,59,76.1,68.7,65.3,, Kyoto ,
738,109,The University of Queensland,2022,70.03,56.4,68.9,81.3,73.5,, Brisbane City ,
739,114,Indian Institute of Technology Madras (IITM),2022,66.48,60.2,76.3,67.4,62,, Chennai ,
740,114,Simon Fraser University,2022,70.28,62,58.1,83.3,77.7,, Burnaby ,
741,114,Universidad de Chile,2022,68.58,56.8,73.9,76.7,66.9,, Santiago ,
742,117,Brown University,2022,70.28,55.4,68.7,84.7,72.3,, Providence ,
743,118,Universidade Estadual de Campinas (Unicamp),2022,67,59.4,74.5,69.2,64.9,, Campinas ,
744,118,University of Bristol,2022,69.85,54.5,71,79.2,74.7,, Bristol ,
745,118,Vrije Universiteit Amsterdam,2022,68.25,65.7,58.8,78.6,69.9,, Amsterdam ,
746,121,The London School of Economics and Political Science (LSE),2022,64.33,60.3,83,60.8,53.2,, London ,
747,121,The University of Auckland,2022,68.08,59,70.2,74.4,68.7,, Auckland ,
748,123,National Tsing Hua University,2022,67.18,58.2,74.1,70.5,65.9,, Hsinchu City ,
749,123,National Yang Ming Chiao Tung University,2022,67.65,56.4,75.2,69.7,69.3,, Hsinchu City ,
750,123,Technical University of Darmstadt,2022,69.65,61.8,58.5,79.6,78.7,, Darmstadt ,
751,126,Michigan State University,2022,70.73,53.4,67.2,84.8,77.5,, East Lansing ,
752,127,Queen Mary University of London,2022,70.65,53.9,66.4,84.1,78.2,, London ,
753,127,Universidad Politécnica de Madrid (UPM),2022,67.9,54.4,76.2,71.4,69.6,, Madrid ,
754,129,Politecnico di Torino,2022,67.73,54.3,76.3,70.7,69.6,, Turin ,
755,129,University of Zurich,2022,70.55,57.8,59.7,87.8,76.9,, Zürich ,
756,131,Nanjing University,2022,69.63,61.8,55.5,80.2,81,, Nanjing ,
757,131,National University of Sciences And Technology (NUST) Islamabad,2022,67.38,57,72.5,73.1,66.9,, Islamabad ,
758,131,Universidad Nacional Autónoma de México  (UNAM),2022,64.93,56.4,83.4,64.1,55.8,, Mexico City ,
759,131,University of Copenhagen,2022,69,58.6,63.5,83.5,70.4,, Copenhagen ,
760,135,Lancaster University,2022,70.35,55.9,62,85.3,78.2,, Lancaster,
761,135,University of Helsinki,2022,68.45,61.3,60.4,79.1,73,, Helsinki ,
762,137,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),2022,63.98,58.1,82.6,64.9,50.3,, Dolgoprudny ,
763,137,Queensland University of Technology (QUT),2022,69.88,56.8,61.2,85.2,76.3,, Brisbane ,
764,139,University of Pisa,2022,67.88,59.6,63.6,76.5,71.8,, Pisa ,
765,140,IMT Atlantique,2022,66.8,48.4,85.7,71.5,61.6,, Nantes ,
766,140,University of Glasgow,2022,66.13,60.3,68,72.3,63.9,, Glasgow ,
767,142,Rutgers University–New Brunswick,2022,70.2,53.3,62.5,83.7,81.3,, New Brunswick ,
768,142,Universitat de Barcelona,2022,65.88,58.2,71.5,73.8,60,, Barcelona ,
769,144,Indian Institute of Science,2022,66.33,59.5,66.5,71.5,67.8,, Bangalore ,
770,144,University of Southampton,2022,69.03,51.5,69,79.5,76.1,, Southampton ,
771,146,Osaka University,2022,66.43,55.6,71.7,68,70.4,, Osaka City ,
772,146,Sungkyunkwan University (SKKU),2022,66.75,54.9,71.2,73.7,67.2,, Suwon ,
773,148,Arizona State University,2022,69.55,49.5,68,79.9,80.8,, Tempe ,
774,148,Middle East Technical University,2022,66.5,51.9,76.3,72.9,64.9,, Ankara ,
775,148,Pontificia Universidad Católica de Chile (UC),2022,65.35,53.9,77.7,68.6,61.2,, Santiago ,
776,148,Queen's University at Kingston,2022,68.75,49.4,71.4,81.7,72.5,, Kingston ,
777,151-200,Aalborg University,2022,68.45,52.6,58.1,80.1,83,, Aalborg ,
778,151-200,Bauman Moscow State Technical University,2022,58.73,55.1,87.2,49.6,43,, Moscow ,
779,151-200,Beijing Institute of Technology,2022,66.75,53.9,60.2,72.6,80.3,, Beijing ,
780,151-200,Cairo University,2022,67.1,46.1,72.8,76.2,73.3,, Giza ,
781,151-200,Czech Technical University in Prague,2022,64.9,55,60.5,72.9,71.2,, Prague ,
782,151-200,Institut polytechnique de Grenoble - Grenoble Institute of Technology,2022,66.78,48.4,70.9,73.6,74.2,, Grenoble ,
783,151-200,HSE University,2022,63.55,53.2,81,63.7,56.3,, Moscow ,
784,151-200,Harbin Institute of Technology,2022,68.7,56.2,53.1,77.4,88.1,, Harbin ,
785,151-200,Humboldt-Universität zu Berlin,2022,65.5,59.1,65.9,74.3,62.7,, Berlin ,
786,151-200,Keio University,2022,63.98,54.8,74.2,63.8,63.1,, Tokyo ,
787,151-200,King Abdullah University of Science &amp; Technology (KAUST),2022,66.45,52.6,58.2,82,73,, Thuwal ,
788,151-200,King Fahd University of Petroleum &amp; Minerals,2022,65.35,51.9,68.2,75.1,66.2,, Dhahran ,
789,151-200,King Saud University,2022,67.6,51.9,60.6,81.2,76.7,, Riyadh ,
790,151-200,Leiden University,2022,64.93,54,64.2,77.6,63.9,, Leiden ,
791,151-200,Macquarie University,2022,64.53,53.2,65.3,74.3,65.3,, Sydney ,
792,151-200,National Taiwan University of Science and Technology (Taiwan Tech),2022,65.75,50.3,66.6,75.1,71,, Taipei City ,
793,151-200,National Technical University of Athens,2022,65.98,54.4,68.8,72.9,67.8,, Athens ,
794,151-200,Newcastle University,2022,66.78,45.6,69.1,80.6,71.8,, Newcastle upon Tyne ,
795,151-200,Northeastern University,2022,68.65,54.1,58,82.6,79.9,, Boston ,
796,151-200,Northwestern University,2022,68.55,46.2,74,80.7,73.3,, Evanston ,
797,151-200,Qatar University,2022,66.93,47.9,66.8,80,73,, Doha ,
798,151-200,RMIT University,2022,66.98,50.2,66.3,76.9,74.5,, Bundoora ,
799,151-200,Rice University,2022,66.85,50.9,63.2,82.3,71,, Houston ,
800,151-200,Universität Heidelberg,2022,65.75,55.2,62.1,78.8,66.9,, 69117 Heidelberg,
801,151-200,Saint Petersburg State University,2022,62.25,51.5,80.6,61.6,55.3,, Saint Petersburg ,
802,151-200,Tel Aviv University,2022,67.38,54,54.1,83.7,77.7,, Tel Aviv ,
803,151-200,Texas A&amp;M University,2022,68.18,47.1,72,76.9,76.7,, College Station ,
804,151-200,The Ohio State University,2022,67.48,47.1,66.7,79.8,76.3,, Columbus ,
805,151-200,Universidad Carlos III de Madrid (UC3M),2022,65.83,53.1,68.9,74.1,67.2,, Madrid ,
806,151-200,Universidad de Buenos Aires (UBA),2022,63.1,53.1,80.5,63.5,55.3,, Buenos Aires ,
807,151-200,Universidade Federal do Rio de Janeiro,2022,62.9,55.6,70.2,68,57.8,, Rio de Janeiro ,
